PIXEL_ID, YEAR, MONTH, RET_SUM, RET_AVG
140154, 2000, 11, 68.609, 2.2869666666666666666666666666
140154, 2000, 12, 59.302, 1.9129677419354838709677419354
140154, 2001, 01, 62.03, 2.0009677419354838709677419354
140154, 2001, 02, 72.639, 2.59425
140154, 2001, 03, 97.637, 3.1495806451612903225806451612
140154, 2001, 04, 137.827, 4.5942333333333333333333333333
140154, 2001, 05, 162.683, 5.2478387096774193548387096774
140154, 2001, 06, 139.77, 4.659
140154, 2001, 07, 136.145, 4.3917741935483870967741935483
140154, 2001, 08, 136.203, 4.3936451612903225806451612903
140154, 2001, 09, 97.874, 3.2624666666666666666666666666
140154, 2001, 10, 96.88, 3.1251612903225806451612903225
140154, 2001, 11, 72.293, 2.4097666666666666666666666666
140154, 2001, 12, 57.229, 1.8460967741935483870967741935
140154, 2002, 01, 54.966, 1.7730967741935483870967741935
140154, 2002, 02, 69.528, 2.4831428571428571428571428571
140154, 2002, 03, 115.754, 3.734
140154, 2002, 04, 132.535, 4.4178333333333333333333333333
140154, 2002, 05, 163.972, 5.2894193548387096774193548387
140154, 2002, 06, 121.549, 4.0516333333333333333333333333
140154, 2002, 07, 131.431, 4.2397096774193548387096774193
140154, 2002, 08, 121.733, 3.9268709677419354838709677419
140154, 2002, 09, 113.44, 3.7813333333333333333333333333
140154, 2002, 10, 89.842, 2.8981290322580645161290322580
140154, 2002, 11, 62.454, 2.0818
140154, 2002, 12, 48.928, 1.5783225806451612903225806451
140154, 2003, 01, 63.523, 2.0491290322580645161290322580
140154, 2003, 02, 64.905, 2.3180357142857142857142857142
140154, 2003, 03, 88.287, 2.8479677419354838709677419354
140154, 2003, 04, 124.661, 4.1553666666666666666666666666
140154, 2003, 05, 152.654, 4.9243225806451612903225806451
140154, 2003, 06, 121.532, 4.0510666666666666666666666666
140154, 2003, 07, 124.049, 4.0015806451612903225806451612
140154, 2003, 08, 117.218, 3.7812258064516129032258064516
140154, 2003, 09, 107.146, 3.5715333333333333333333333333
140154, 2003, 10, 83.221, 2.6845483870967741935483870967
140154, 2003, 11, 70.335, 2.3445
140154, 2003, 12, 55.843, 1.8013870967741935483870967741
140154, 2004, 01, 61.655, 1.9888709677419354838709677419
140154, 2004, 02, 57.161, 1.9710689655172413793103448275
140154, 2004, 03, 116.378, 3.7541290322580645161290322580
140154, 2004, 04, 136.927, 4.5642333333333333333333333333
140154, 2004, 05, 166.368, 5.3667096774193548387096774193
140154, 2004, 06, 143.37, 4.779
140154, 2004, 07, 134.411, 4.3358387096774193548387096774
140154, 2004, 08, 116.431, 3.7558387096774193548387096774
140154, 2004, 09, 106.988, 3.5662666666666666666666666666
140154, 2004, 10, 87.978, 2.838
140154, 2004, 11, 65.2, 2.1733333333333333333333333333
140154, 2004, 12, 52.72, 1.7006451612903225806451612903
140154, 2005, 01, 63.557, 2.0502258064516129032258064516
140154, 2005, 02, 69.499, 2.4821071428571428571428571428
140154, 2005, 03, 98.232, 3.1687741935483870967741935483
140154, 2005, 04, 138.727, 4.6242333333333333333333333333
140154, 2005, 05, 139.709, 4.5067419354838709677419354838
140154, 2005, 06, 128.05, 4.2683333333333333333333333333
140154, 2005, 07, 151.811, 4.8971290322580645161290322580
140154, 2005, 08, 134.705, 4.3453225806451612903225806451
140154, 2005, 09, 126.916, 4.2305333333333333333333333333
140154, 2005, 10, 91.245, 2.9433870967741935483870967741
140154, 2005, 11, 77.008, 2.5669333333333333333333333333
140154, 2005, 12, 56.77, 1.8312903225806451612903225806
140154, 2006, 01, 74.033, 2.3881612903225806451612903225
140154, 2006, 02, 73.821, 2.6364642857142857142857142857
140154, 2006, 03, 123.767, 3.9924838709677419354838709677
140154, 2006, 04, 152.199, 5.0733
140154, 2006, 05, 177.268, 5.7183225806451612903225806451
140154, 2006, 06, 150.29, 5.0096666666666666666666666666
140154, 2006, 07, 157.355, 5.0759677419354838709677419354
140154, 2006, 08, 149.667, 4.8279677419354838709677419354
140154, 2006, 09, 122.365, 4.0788333333333333333333333333
140154, 2006, 10, 111.184, 3.5865806451612903225806451612
140154, 2006, 11, 73.244, 2.4414666666666666666666666666
140154, 2006, 12, 57.396, 1.8514838709677419354838709677
140154, 2007, 01, 62.85, 2.0274193548387096774193548387
140154, 2007, 02, 80.249, 2.8660357142857142857142857142
140154, 2007, 03, 119.478, 3.8541290322580645161290322580
140154, 2007, 04, 142.168, 4.7389333333333333333333333333
140154, 2007, 05, 165.368, 5.3344516129032258064516129032
140154, 2007, 06, 150.845, 5.0281666666666666666666666666
140154, 2007, 07, 148.417, 4.7876451612903225806451612903
140154, 2007, 08, 149.736, 4.8301935483870967741935483870
140154, 2007, 09, 123.147, 4.1049
140154, 2007, 10, 90.15, 2.9080645161290322580645161290
140154, 2007, 11, 70.974, 2.3658
140154, 2007, 12, 59.968, 1.9344516129032258064516129032
140154, 2008, 01, 59.828, 1.9299354838709677419354838709
140154, 2008, 02, 79.785, 2.7512068965517241379310344827
140154, 2008, 03, 109.063, 3.5181612903225806451612903225
140154, 2008, 04, 132.262, 4.4087333333333333333333333333
140154, 2008, 05, 169.468, 5.4667096774193548387096774193
140154, 2008, 06, 143.307, 4.7769
140154, 2008, 07, 137.015, 4.4198387096774193548387096774
140154, 2008, 08, 122.172, 3.9410322580645161290322580645
140154, 2008, 09, 124.364, 4.1454666666666666666666666666
140154, 2008, 10, 100.41, 3.2390322580645161290322580645
140154, 2008, 11, 70.196, 2.3398666666666666666666666666
140154, 2008, 12, 62.949, 2.0306129032258064516129032258
140154, 2009, 01, 61.827, 1.9944193548387096774193548387
140154, 2009, 02, 79.742, 2.8479285714285714285714285714
140154, 2009, 03, 120.984, 3.9027096774193548387096774193
140154, 2009, 04, 140.292, 4.6764
140154, 2009, 05, 147.292, 4.7513548387096774193548387096
140154, 2009, 06, 152.389, 5.0796333333333333333333333333
140154, 2009, 07, 142.402, 4.5936129032258064516129032258
140154, 2009, 08, 136.85, 4.4145161290322580645161290322
140154, 2009, 09, 120.528, 4.0176
140154, 2009, 10, 98.237, 3.1689354838709677419354838709
140154, 2009, 11, 68.117, 2.2705666666666666666666666666
140154, 2009, 12, 49.24, 1.5883870967741935483870967741
140155, 1995, 06, 142.033, 4.7344333333333333333333333333
140155, 1995, 07, 153.98, 4.9670967741935483870967741935
140155, 1995, 08, 139.109, 4.4873870967741935483870967741
140155, 1995, 09, 115.447, 3.8482333333333333333333333333
140155, 1995, 10, 95.691, 3.0868064516129032258064516129
140155, 1995, 11, 69.93, 2.331
140155, 1995, 12, 57.684, 1.8607741935483870967741935483
140155, 1996, 01, 67.265, 2.1698387096774193548387096774
140155, 1996, 02, 81.075, 2.7956896551724137931034482758
140155, 1996, 03, 97.608, 3.1486451612903225806451612903
140155, 1996, 04, 137.405, 4.5801666666666666666666666666
140155, 1996, 05, 168.705, 5.4420967741935483870967741935
140155, 1996, 06, 142.91, 4.7636666666666666666666666666
140155, 1996, 07, 157.761, 5.0890645161290322580645161290
140155, 1996, 08, 136.949, 4.4177096774193548387096774193
140155, 1996, 09, 127.536, 4.2512
140155, 1996, 10, 88.044, 2.8401290322580645161290322580
140155, 1996, 11, 69.719, 2.3239666666666666666666666666
140155, 1996, 12, 58.052, 1.8726451612903225806451612903
140155, 1997, 01, 60.699, 1.9580322580645161290322580645
140155, 1997, 02, 74.63, 2.6653571428571428571428571428
140155, 1997, 03, 115.2, 3.7161290322580645161290322580
140155, 1997, 04, 127.15, 4.2383333333333333333333333333
140155, 1997, 05, 150.771, 4.8635806451612903225806451612
140155, 1997, 06, 136.568, 4.5522666666666666666666666666
140155, 1997, 07, 146.774, 4.7346451612903225806451612903
140155, 1997, 08, 145.621, 4.6974516129032258064516129032
140155, 1997, 09, 136.12, 4.5373333333333333333333333333
140155, 1997, 10, 98.32, 3.1716129032258064516129032258
140155, 1997, 11, 65.041, 2.1680333333333333333333333333
140155, 1997, 12, 48.655, 1.5695161290322580645161290322
140155, 1998, 01, 59.834, 1.9301290322580645161290322580
140155, 1998, 02, 68.801, 2.4571785714285714285714285714
140155, 1998, 03, 102.81, 3.3164516129032258064516129032
140155, 1998, 04, 127.088, 4.2362666666666666666666666666
140155, 1998, 05, 155.837, 5.027
140155, 1998, 06, 174.954, 5.8318
140155, 1998, 07, 143.148, 4.6176774193548387096774193548
140155, 1998, 08, 127.219, 4.1038387096774193548387096774
140155, 1998, 09, 87.254, 2.9084666666666666666666666666
140155, 1998, 10, 94.313, 3.0423548387096774193548387096
140155, 1998, 11, 62.387, 2.0795666666666666666666666666
140155, 1998, 12, 55.915, 1.8037096774193548387096774193
140155, 1999, 01, 66.435, 2.1430645161290322580645161290
140155, 1999, 02, 84.45, 3.0160714285714285714285714285
140155, 1999, 03, 120.738, 3.8947741935483870967741935483
140155, 1999, 04, 148.746, 4.9582
140155, 1999, 05, 155.753, 5.0242903225806451612903225806
140155, 1999, 06, 126.88, 4.2293333333333333333333333333
140155, 1999, 07, 160.903, 5.1904193548387096774193548387
140155, 1999, 08, 142.231, 4.5880967741935483870967741935
140155, 1999, 09, 116.338, 3.8779333333333333333333333333
140155, 1999, 10, 94.579, 3.0509354838709677419354838709
140155, 1999, 11, 73.253, 2.4417666666666666666666666666
140155, 1999, 12, 56.664, 1.8278709677419354838709677419
140155, 2000, 01, 64.972, 2.0958709677419354838709677419
140155, 2000, 02, 82.448, 2.8430344827586206896551724137
140155, 2000, 03, 116.027, 3.7428064516129032258064516129
140155, 2000, 04, 139.998, 4.6666
140155, 2000, 05, 184.434, 5.9494838709677419354838709677
140155, 2000, 06, 148.285, 4.9428333333333333333333333333
140155, 2000, 07, 149.076, 4.8089032258064516129032258064
140155, 2000, 08, 141.484, 4.564
140155, 2000, 09, 94.934, 3.1644666666666666666666666666
140155, 2000, 10, 99.546, 3.2111612903225806451612903225
140155, 2000, 11, 68.709, 2.2903
140155, 2000, 12, 59.524, 1.9201290322580645161290322580
140155, 2001, 01, 61.766, 1.9924516129032258064516129032
140155, 2001, 02, 72.789, 2.5996071428571428571428571428
140155, 2001, 03, 96.806, 3.1227741935483870967741935483
140155, 2001, 04, 137.441, 4.5813666666666666666666666666
140155, 2001, 05, 161.729, 5.2170645161290322580645161290
140155, 2001, 06, 139.543, 4.6514333333333333333333333333
140155, 2001, 07, 136.253, 4.3952580645161290322580645161
140155, 2001, 08, 135.81, 4.3809677419354838709677419354
140155, 2001, 09, 99.142, 3.3047333333333333333333333333
140155, 2001, 10, 96.119, 3.1006129032258064516129032258
140155, 2001, 11, 71.87, 2.3956666666666666666666666666
140155, 2001, 12, 57.181, 1.8445483870967741935483870967
140155, 2002, 01, 54.678, 1.7638064516129032258064516129
140155, 2002, 02, 69.144, 2.4694285714285714285714285714
140155, 2002, 03, 115.347, 3.7208709677419354838709677419
140155, 2002, 04, 132.98, 4.4326666666666666666666666666
140155, 2002, 05, 164.063, 5.2923548387096774193548387096
140155, 2002, 06, 121.823, 4.0607666666666666666666666666
140155, 2002, 07, 131.594, 4.2449677419354838709677419354
140155, 2002, 08, 121.891, 3.9319677419354838709677419354
140155, 2002, 09, 112.547, 3.7515666666666666666666666666
140155, 2002, 10, 89.271, 2.8797096774193548387096774193
140155, 2002, 11, 62.286, 2.0762
140155, 2002, 12, 48.729, 1.5719032258064516129032258064
140155, 2003, 01, 63.349, 2.0435161290322580645161290322
140155, 2003, 02, 64.516, 2.3041428571428571428571428571
140155, 2003, 03, 87.693, 2.8288064516129032258064516129
140155, 2003, 04, 124.561, 4.1520333333333333333333333333
140155, 2003, 05, 152.315, 4.9133870967741935483870967741
140155, 2003, 06, 121.055, 4.0351666666666666666666666666
140155, 2003, 07, 124.214, 4.0069032258064516129032258064
140155, 2003, 08, 116.51, 3.7583870967741935483870967741
140155, 2003, 09, 107.047, 3.5682333333333333333333333333
140155, 2003, 10, 82.794, 2.6707741935483870967741935483
140155, 2003, 11, 69.833, 2.3277666666666666666666666666
140155, 2003, 12, 55.579, 1.7928709677419354838709677419
140155, 2004, 01, 61.128, 1.9718709677419354838709677419
140155, 2004, 02, 56.853, 1.9604482758620689655172413793
140155, 2004, 03, 115.248, 3.7176774193548387096774193548
140155, 2004, 04, 136.286, 4.5428666666666666666666666666
140155, 2004, 05, 166.055, 5.3566129032258064516129032258
140155, 2004, 06, 143.256, 4.7752
140155, 2004, 07, 134.382, 4.3349032258064516129032258064
140155, 2004, 08, 116.614, 3.7617419354838709677419354838
140155, 2004, 09, 106.133, 3.5377666666666666666666666666
140155, 2004, 10, 87.987, 2.8382903225806451612903225806
140155, 2004, 11, 64.861, 2.1620333333333333333333333333
140155, 2004, 12, 52.263, 1.6859032258064516129032258064
140155, 2005, 01, 63.408, 2.0454193548387096774193548387
140155, 2005, 02, 69.524, 2.483
140155, 2005, 03, 97.724, 3.1523870967741935483870967741
140155, 2005, 04, 138.468, 4.6156
140155, 2005, 05, 138.843, 4.4788064516129032258064516129
140155, 2005, 06, 127.15, 4.2383333333333333333333333333
140155, 2005, 07, 151.434, 4.8849677419354838709677419354
140155, 2005, 08, 135.498, 4.3709032258064516129032258064
140155, 2005, 09, 126.109, 4.2036333333333333333333333333
140155, 2005, 10, 91.739, 2.9593225806451612903225806451
140155, 2005, 11, 76.562, 2.5520666666666666666666666666
140155, 2005, 12, 56.453, 1.8210645161290322580645161290
140155, 2006, 01, 73.388, 2.3673548387096774193548387096
140155, 2006, 02, 73.94, 2.6407142857142857142857142857
140155, 2006, 03, 123.546, 3.9853548387096774193548387096
140155, 2006, 04, 151.625, 5.0541666666666666666666666666
140155, 2006, 05, 177.306, 5.7195483870967741935483870967
140155, 2006, 06, 150.386, 5.0128666666666666666666666666
140155, 2006, 07, 157.223, 5.0717096774193548387096774193
140155, 2006, 08, 149.432, 4.8203870967741935483870967741
140155, 2006, 09, 122.272, 4.0757333333333333333333333333
140155, 2006, 10, 110.954, 3.5791612903225806451612903225
140155, 2006, 11, 72.891, 2.4297
140155, 2006, 12, 57.286, 1.8479354838709677419354838709
140155, 2007, 01, 62.624, 2.0201290322580645161290322580
140155, 2007, 02, 79.738, 2.8477857142857142857142857142
140155, 2007, 03, 118.707, 3.8292580645161290322580645161
140155, 2007, 04, 141.024, 4.7008
140155, 2007, 05, 165.614, 5.3423870967741935483870967741
140155, 2007, 06, 150.567, 5.0189
140155, 2007, 07, 147.793, 4.7675161290322580645161290322
140155, 2007, 08, 149.729, 4.8299677419354838709677419354
140155, 2007, 09, 123.476, 4.1158666666666666666666666666
140155, 2007, 10, 89.475, 2.8862903225806451612903225806
140155, 2007, 11, 70.834, 2.3611333333333333333333333333
140155, 2007, 12, 60.196, 1.9418064516129032258064516129
140155, 2008, 01, 59.694, 1.9256129032258064516129032258
140155, 2008, 02, 79.644, 2.7463448275862068965517241379
140155, 2008, 03, 108.914, 3.5133548387096774193548387096
140155, 2008, 04, 131.879, 4.3959666666666666666666666666
140155, 2008, 05, 168.606, 5.4389032258064516129032258064
140155, 2008, 06, 142.695, 4.7565
140155, 2008, 07, 136.035, 4.3882258064516129032258064516
140155, 2008, 08, 121.969, 3.9344838709677419354838709677
140155, 2008, 09, 124.317, 4.1439
140155, 2008, 10, 99.914, 3.2230322580645161290322580645
140155, 2008, 11, 69.94, 2.3313333333333333333333333333
140155, 2008, 12, 62.846, 2.0272903225806451612903225806
140155, 2009, 01, 61.85, 1.9951612903225806451612903225
140155, 2009, 02, 79.348, 2.8338571428571428571428571428
140155, 2009, 03, 121.433, 3.9171935483870967741935483870
140155, 2009, 04, 140.677, 4.6892333333333333333333333333
140155, 2009, 05, 146.099, 4.7128709677419354838709677419
140155, 2009, 06, 153.237, 5.1079
140155, 2009, 07, 141.623, 4.5684838709677419354838709677
140155, 2009, 08, 136.832, 4.4139354838709677419354838709
140155, 2009, 09, 120.181, 4.0060333333333333333333333333
140155, 2009, 10, 97.851, 3.1564838709677419354838709677
140155, 2009, 11, 67.624, 2.2541333333333333333333333333
140155, 2009, 12, 49.1, 1.5838709677419354838709677419
140156, 1995, 06, 142.644, 4.7548
140156, 1995, 07, 154.057, 4.9695806451612903225806451612
140156, 1995, 08, 137.799, 4.4451290322580645161290322580
140156, 1995, 09, 115.524, 3.8508
140156, 1995, 10, 94.706, 3.0550322580645161290322580645
140156, 1995, 11, 69.951, 2.3317
140156, 1995, 12, 57.815, 1.865
140156, 1996, 01, 67.377, 2.1734516129032258064516129032
140156, 1996, 02, 81.15, 2.7982758620689655172413793103
140156, 1996, 03, 98.029, 3.1622258064516129032258064516
140156, 1996, 04, 137.997, 4.5999
140156, 1996, 05, 168.496, 5.4353548387096774193548387096
140156, 1996, 06, 142.595, 4.7531666666666666666666666666
140156, 1996, 07, 158.805, 5.1227419354838709677419354838
140156, 1996, 08, 138.519, 4.4683548387096774193548387096
140156, 1996, 09, 128.83, 4.2943333333333333333333333333
140156, 1996, 10, 87.88, 2.8348387096774193548387096774
140156, 1996, 11, 69.997, 2.3332333333333333333333333333
140156, 1996, 12, 58.211, 1.8777741935483870967741935483
140156, 1997, 01, 60.799, 1.9612580645161290322580645161
140156, 1997, 02, 74.829, 2.6724642857142857142857142857
140156, 1997, 03, 115.272, 3.7184516129032258064516129032
140156, 1997, 04, 127.678, 4.2559333333333333333333333333
140156, 1997, 05, 152.25, 4.9112903225806451612903225806
140156, 1997, 06, 136.489, 4.5496333333333333333333333333
140156, 1997, 07, 147.517, 4.7586129032258064516129032258
140156, 1997, 08, 143.817, 4.6392580645161290322580645161
140156, 1997, 09, 134.792, 4.4930666666666666666666666666
140156, 1997, 10, 98.141, 3.1658387096774193548387096774
140156, 1997, 11, 65.22, 2.174
140156, 1997, 12, 48.641, 1.5690645161290322580645161290
140156, 1998, 01, 58.901, 1.9000322580645161290322580645
140156, 1998, 02, 68.33, 2.4403571428571428571428571428
140156, 1998, 03, 101.467, 3.2731290322580645161290322580
140156, 1998, 04, 126.609, 4.2203
140156, 1998, 05, 153.994, 4.9675483870967741935483870967
140156, 1998, 06, 173.319, 5.7773
140156, 1998, 07, 141.728, 4.5718709677419354838709677419
140156, 1998, 08, 126.345, 4.0756451612903225806451612903
140156, 1998, 09, 86.24, 2.8746666666666666666666666666
140156, 1998, 10, 93.059, 3.0019032258064516129032258064
140156, 1998, 11, 61.672, 2.0557333333333333333333333333
140156, 1998, 12, 54.861, 1.7697096774193548387096774193
140156, 1999, 01, 66.396, 2.1418064516129032258064516129
140156, 1999, 02, 84.259, 3.00925
140156, 1999, 03, 120.647, 3.8918387096774193548387096774
140156, 1999, 04, 148.096, 4.9365333333333333333333333333
140156, 1999, 05, 156.56, 5.0503225806451612903225806451
140156, 1999, 06, 126.174, 4.2058
140156, 1999, 07, 159.766, 5.1537419354838709677419354838
140156, 1999, 08, 143.573, 4.6313870967741935483870967741
140156, 1999, 09, 116.938, 3.8979333333333333333333333333
140156, 1999, 10, 95.074, 3.0669032258064516129032258064
140156, 1999, 11, 73.445, 2.4481666666666666666666666666
140156, 1999, 12, 56.674, 1.8281935483870967741935483870
140156, 2000, 01, 64.957, 2.0953870967741935483870967741
140156, 2000, 02, 82.315, 2.8384482758620689655172413793
140156, 2000, 03, 115.879, 3.7380322580645161290322580645
140156, 2000, 04, 139.914, 4.6638
140156, 2000, 05, 184.372, 5.9474838709677419354838709677
140156, 2000, 06, 149.218, 4.9739333333333333333333333333
140156, 2000, 07, 149.496, 4.8224516129032258064516129032
140156, 2000, 08, 142.074, 4.5830322580645161290322580645
140156, 2000, 09, 94.827, 3.1609
140156, 2000, 10, 99.392, 3.2061935483870967741935483870
140156, 2000, 11, 68.754, 2.2918
140156, 2000, 12, 59.495, 1.9191935483870967741935483870
140156, 2001, 01, 61.362, 1.9794193548387096774193548387
140156, 2001, 02, 72.969, 2.6060357142857142857142857142
140156, 2001, 03, 96.012, 3.0971612903225806451612903225
140156, 2001, 04, 136.426, 4.5475333333333333333333333333
140156, 2001, 05, 162.41, 5.2390322580645161290322580645
140156, 2001, 06, 138.687, 4.6229
140156, 2001, 07, 136.28, 4.3961290322580645161290322580
140156, 2001, 08, 136.737, 4.4108709677419354838709677419
140156, 2001, 09, 99.56, 3.3186666666666666666666666666
140156, 2001, 10, 96.225, 3.1040322580645161290322580645
140156, 2001, 11, 71.611, 2.3870333333333333333333333333
140156, 2001, 12, 56.839, 1.8335161290322580645161290322
140156, 2002, 01, 54.482, 1.7574838709677419354838709677
140156, 2002, 02, 68.934, 2.4619285714285714285714285714
140156, 2002, 03, 114.834, 3.7043225806451612903225806451
140156, 2002, 04, 132.342, 4.4114
140156, 2002, 05, 163.948, 5.2886451612903225806451612903
140156, 2002, 06, 120.558, 4.0186
140156, 2002, 07, 130.651, 4.2145483870967741935483870967
140156, 2002, 08, 121.825, 3.9298387096774193548387096774
140156, 2002, 09, 113.076, 3.7692
140156, 2002, 10, 90.122, 2.9071612903225806451612903225
140156, 2002, 11, 61.839, 2.0613
140156, 2002, 12, 48.602, 1.5678064516129032258064516129
140156, 2003, 01, 62.988, 2.0318709677419354838709677419
140156, 2003, 02, 64.323, 2.29725
140156, 2003, 03, 87.059, 2.8083548387096774193548387096
140156, 2003, 04, 124.782, 4.1594
140156, 2003, 05, 153.333, 4.9462258064516129032258064516
140156, 2003, 06, 121.448, 4.0482666666666666666666666666
140156, 2003, 07, 124.794, 4.0256129032258064516129032258
140156, 2003, 08, 116.341, 3.7529354838709677419354838709
140156, 2003, 09, 106.559, 3.5519666666666666666666666666
140156, 2003, 10, 82.326, 2.6556774193548387096774193548
140156, 2003, 11, 69.166, 2.3055333333333333333333333333
140156, 2003, 12, 55.147, 1.7789354838709677419354838709
140156, 2004, 01, 60.461, 1.9503548387096774193548387096
140156, 2004, 02, 56.323, 1.9421724137931034482758620689
140156, 2004, 03, 114.532, 3.6945806451612903225806451612
140156, 2004, 04, 135.6, 4.52
140156, 2004, 05, 164.508, 5.3067096774193548387096774193
140156, 2004, 06, 142.369, 4.7456333333333333333333333333
140156, 2004, 07, 133.663, 4.3117096774193548387096774193
140156, 2004, 08, 115.658, 3.7309032258064516129032258064
140156, 2004, 09, 105.936, 3.5312
140156, 2004, 10, 87.499, 2.8225483870967741935483870967
140156, 2004, 11, 64.591, 2.1530333333333333333333333333
140156, 2004, 12, 51.92, 1.6748387096774193548387096774
140156, 2005, 01, 63.115, 2.0359677419354838709677419354
140156, 2005, 02, 69.53, 2.4832142857142857142857142857
140156, 2005, 03, 96.831, 3.1235806451612903225806451612
140156, 2005, 04, 137.895, 4.5965
140156, 2005, 05, 139.306, 4.4937419354838709677419354838
140156, 2005, 06, 126.897, 4.2299
140156, 2005, 07, 151.999, 4.9031935483870967741935483870
140156, 2005, 08, 135.686, 4.3769677419354838709677419354
140156, 2005, 09, 124.999, 4.1666333333333333333333333333
140156, 2005, 10, 91.364, 2.9472258064516129032258064516
140156, 2005, 11, 76.136, 2.5378666666666666666666666666
140156, 2005, 12, 55.876, 1.8024516129032258064516129032
140156, 2006, 01, 73.058, 2.3567096774193548387096774193
140156, 2006, 02, 72.829, 2.6010357142857142857142857142
140156, 2006, 03, 123.125, 3.9717741935483870967741935483
140156, 2006, 04, 152.209, 5.0736333333333333333333333333
140156, 2006, 05, 177.357, 5.7211935483870967741935483870
140156, 2006, 06, 150.404, 5.0134666666666666666666666666
140156, 2006, 07, 157.144, 5.0691612903225806451612903225
140156, 2006, 08, 149.255, 4.8146774193548387096774193548
140156, 2006, 09, 122.17, 4.0723333333333333333333333333
140156, 2006, 10, 110.503, 3.5646129032258064516129032258
140156, 2006, 11, 72.596, 2.4198666666666666666666666666
140156, 2006, 12, 56.936, 1.8366451612903225806451612903
140156, 2007, 01, 62.468, 2.0150967741935483870967741935
140156, 2007, 02, 79.543, 2.8408214285714285714285714285
140156, 2007, 03, 117.788, 3.7996129032258064516129032258
140156, 2007, 04, 141.008, 4.7002666666666666666666666666
140156, 2007, 05, 165.126, 5.3266451612903225806451612903
140156, 2007, 06, 149.348, 4.9782666666666666666666666666
140156, 2007, 07, 146.582, 4.7284516129032258064516129032
140156, 2007, 08, 150.349, 4.8499677419354838709677419354
140156, 2007, 09, 123.425, 4.1141666666666666666666666666
